,user_id
0,513091693
1,513667554
2,513667554
3,513667554
4,524154455
5,524154455
6,569539602
7,569539602
8,564094055
9,564094055
10,564094055
11,564094055
12,564094055
13,564094055
14,512836785
15,513205871
16,513205871
17,513205871
18,513205871
19,513205871
20,532777298
21,524154455
22,532777298
23,532777298
24,524154455
25,532777298
26,524154455
27,569539602
28,524154455
29,569539602
30,569539602
31,514626487
32,524154455
33,564094055
34,512738070
35,512738070
36,577121508
37,521369241
38,512738070
39,543007387
40,543007387
41,524154455
42,516312253
43,513228687
44,513228687
45,513228687
46,513228687
47,513228687
48,513228687
49,516312253
50,516312253
51,516312253
52,516312253
53,513228687
54,522825487
55,522825487
56,513228687
57,518278226
58,518278226
59,518278226
60,518278226
61,603771445
62,513205871
63,513205871
64,589633085
65,558300085
66,558300085
67,516312253
68,516312253
69,512609586
70,527758941
71,527758941
72,527758941
73,603771445
74,603771445
75,577121508
76,577121508
77,577121508
78,577121508
79,589633085
80,589633085
81,603771445
82,513228687
83,589633085
84,518682841
85,618657257
86,563702871
87,513045100
88,555820742
89,555820742
90,580098315
91,580098315
92,526608361
93,526608361
94,580361833
95,580361833
96,583746391
97,583746391
98,583746391
99,583746391
100,583746391
101,579815133
102,524847632
103,516757092
104,516757092
105,584686291
106,542853458
107,524847632
108,524847632
109,561976769
110,561976769
111,513785498
112,513785498
113,585982013
114,585982013
115,564094055
116,580098315
117,524832362
118,524832362
119,588483191
120,588483191
121,588483191
122,588483191
123,515006076
124,529408499
125,581129247
126,589410691
127,514772039
128,542853458
129,585982013
130,591186134
131,513228687
132,542853458
133,522825487
134,514626487
135,513221416
136,594703354
137,513205871
138,513205871
139,585982013
140,585982013
141,522825487
142,522825487
143,522825487
144,522825487
145,568185215
146,513228687
147,542853458
148,562240294
149,562240294
150,513045100
151,589633085
152,589633085
153,513045100
154,513045100
155,513045100
156,585982013
157,513045100
158,521369241
159,593488619
160,585982013
161,577121508
162,526608361
163,513228687
164,526608361
165,601693946
166,577121508
167,513667554
168,515055871
169,513667554
170,513667554
171,513667554
172,594703354
173,594703354
174,594703354
175,595747482
176,595747482
177,603771445
178,513667554
179,603771445
180,542853458
181,568975623
182,577121508
183,594703354
184,594703354
185,514626487
186,513228687
187,550205588
188,515910597
189,594703354
190,594703354
191,594703354
192,515910597
193,542853458
194,515910597
195,515910597
196,515910597
197,515910597
198,515910597
199,518278226
200,518278226
201,513667554
202,512490959
203,577121508
204,518278226
205,553180547
206,552790998
